iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,IID_PID
5136.0,347.0,7.0,0.0,13.0,2.0,14.0,18.0,14.0,14.0,3.0,4.0,364,0,9.0,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,0.0,3.0,8.0,6.0,5.0,8.0,5.0,26.0,9.0,1.0,1.0,1.0,20001.0,1926400.0,5.0,6.0,1.0,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,1.0,30.0,5.0,10.0,20.0,30.0,5.0,364-347.0
5135.0,347.0,7.0,0.0,13.0,2.0,14.0,18.0,14.0,14.0,1.0,3.0,363,0,51.0,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,0.0,2.0,4.0,4.0,3.0,2.0,1.0,26.0,9.0,1.0,1.0,1.0,20001.0,1926400.0,5.0,6.0,1.0,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,1.0,30.0,5.0,10.0,20.0,30.0,5.0,363-347.0
5134.0,347.0,7.0,0.0,13.0,2.0,14.0,18.0,14.0,14.0,4.0,2.0,362,0,48.0,0.0,30.0,2.0,2051.0,1453.0,2479.0,1709.0,598.0,1709.0,0.0,5.75,7.25,6.25,5.5,6.0,5.75,26.0,9.0,1.0,1.0,1.0,20001.0,1926400.0,5.0,6.0,1.0,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,3.0,30.0,5.0,10.0,20.0,30.0,5.0,362-347.0
5133.0,347.0,7.0,0.0,13.0,2.0,14.0,18.0,14.0,14.0,10.0,1.0,361,0,8.0,0.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,4.0,9.0,7.0,4.0,3.0,1.0,26.0,9.0,1.0,1.0,1.0,20001.0,1926400.0,5.0,6.0,1.0,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,1.0,30.0,5.0,10.0,20.0,30.0,5.0,361-347.0
5132.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,3.0,18.0,378,1,15.75,0.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,8.0,9.0,7.0,7.0,6.0,8.0,25.5,9.25,1.25,2.5,2.25,17809.5,2079825.0,4.25,6.25,1.75,10.75,2.0,1.0,4.0,9.0,3.5,3.5,1.5,1.75,8.0,3.75,5.25,4.0,7.75,2.75,7.5,9.0,3.0,5.25,0.0,25.0,8.75,14.25,20.75,26.25,5.0,378-346.0
5131.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,2.0,17.0,377,0,10.75,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,1.0,9.0,9.0,9.0,9.0,7.0,7.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,377-346.0
5130.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,13.0,16.0,376,0,18.5,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,8.0,9.0,7.0,7.0,7.0,8.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,376-346.0
5129.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,11.0,15.0,375,0,16.0,0.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,1.0,5.0,6.0,7.0,6.0,7.0,7.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,375-346.0
5128.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,15.0,14.0,374,0,-1.5,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,5.0,5.0,6.0,5.0,5.0,5.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,374-346.0
5127.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,5.0,13.0,373,1,19.75,0.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,1.0,8.0,8.0,9.0,6.0,8.0,9.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,373-346.0
5126.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,4.0,12.0,372,1,-0.25,0.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,1.0,9.0,9.0,8.0,8.0,8.0,7.0,24.5,9.75,1.75,5.5,4.75,13426.5,2386675.0,2.75,6.75,3.25,6.25,4.0,1.0,8.0,7.0,4.5,4.5,2.5,3.25,8.0,7.25,5.75,6.0,7.25,6.25,8.5,7.0,7.0,5.75,0.0,15.0,16.25,22.75,22.25,18.75,5.0,372-346.0
5125.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,9.0,11.0,371,0,-3.25,0.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,1.0,9.0,7.0,4.0,5.0,5.0,5.0,24.25,10.25,2.5,3.0,3.25,33157.5,2880050.0,3.0,5.75,2.25,7.0,4.5,3.5,4.5,8.0,6.25,6.0,2.5,2.25,8.5,6.25,5.5,7.25,7.75,6.25,8.0,8.75,5.0,5.25,0.0,17.5,16.25,16.75,19.5,20.0,10.0,371-346.0
5124.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,6.0,10.0,370,1,-1.5,0.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,1.0,8.0,10.0,10.0,10.0,9.0,10.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,370-346.0
5123.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,12.0,9.0,369,0,19.5,0.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1.0,10.0,8.0,10.0,9.0,10.0,7.0,25.0,9.5,1.5,4.0,3.5,15618.0,2233250.0,3.5,6.5,2.5,8.5,3.0,1.0,6.0,8.0,4.0,4.0,2.0,2.5,8.0,5.5,5.5,5.0,7.5,4.5,8.0,8.0,5.0,5.5,0.0,20.0,12.5,18.5,21.5,22.5,5.0,369-346.0
5122.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,8.0,8.0,368,0,31.0,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1.0,9.0,8.0,8.0,8.0,7.0,8.0,24.5,9.75,1.75,5.5,4.75,13426.5,2386675.0,2.75,6.75,3.25,6.25,4.0,1.0,8.0,7.0,4.5,4.5,2.5,3.25,8.0,7.25,5.75,6.0,7.25,6.25,8.5,7.0,7.0,5.75,0.0,15.0,16.25,22.75,22.25,18.75,5.0,368-346.0
5121.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,10.0,7.0,367,1,26.5,0.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,1.0,9.0,7.0,8.0,8.0,8.0,8.0,24.5,9.75,1.75,5.5,4.75,13426.5,2386675.0,2.75,6.75,3.25,6.25,4.0,1.0,8.0,7.0,4.5,4.5,2.5,3.25,8.0,7.25,5.75,6.0,7.25,6.25,8.5,7.0,7.0,5.75,0.0,15.0,16.25,22.75,22.25,18.75,5.0,367-346.0
5120.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,17.0,6.0,366,1,13.25,0.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1.0,10.0,8.0,8.0,9.0,8.0,8.0,24.5,9.75,1.75,5.5,4.75,13426.5,2386675.0,2.75,6.75,3.25,6.25,4.0,1.0,8.0,7.0,4.5,4.5,2.5,3.25,8.0,7.25,5.75,6.0,7.25,6.25,8.5,7.0,7.0,5.75,0.0,15.0,16.25,22.75,22.25,18.75,5.0,366-346.0
5119.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,14.0,5.0,365,0,27.0,0.0,30.0,2.0,3158.0,1053.0,1579.0,2105.0,1053.0,1053.0,0.0,9.0,7.0,9.0,9.0,9.0,8.0,24.25,10.25,2.5,3.0,3.25,33157.5,2880050.0,3.0,5.75,2.25,7.0,4.5,3.5,4.5,8.0,6.25,6.0,2.5,2.25,8.5,6.25,5.5,7.25,7.75,6.25,8.0,8.75,5.0,5.25,6.0,17.5,16.25,16.75,19.5,20.0,10.0,365-346.0
5118.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,18.0,4.0,364,0,15.75,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1.0,8.0,8.0,10.0,6.0,10.0,8.0,24.5,9.75,1.75,5.5,4.75,13426.5,2386675.0,2.75,6.75,3.25,6.25,4.0,1.0,8.0,7.0,4.5,4.5,2.5,3.25,8.0,7.25,5.75,6.0,7.25,6.25,8.5,7.0,7.0,5.75,0.0,15.0,16.25,22.75,22.25,18.75,5.0,364-346.0
5117.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,16.0,3.0,363,0,12.25,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,1.0,7.0,7.0,8.0,7.0,7.0,8.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,0.0,10.0,20.0,27.0,23.0,15.0,5.0,363-346.0
5116.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,1.0,2.0,362,0,37.25,0.0,30.0,2.0,2051.0,1453.0,2479.0,1709.0,598.0,1709.0,1.0,8.0,8.0,7.0,7.0,7.0,8.0,24.25,10.25,2.5,3.0,3.25,33157.5,2880050.0,3.0,5.75,2.25,7.0,4.5,3.5,4.5,8.0,6.25,6.0,2.5,2.25,8.5,6.25,5.5,7.25,7.75,6.25,8.0,8.75,5.0,5.25,6.0,17.5,16.25,16.75,19.5,20.0,10.0,362-346.0
5115.0,346.0,6.0,0.0,11.0,2.0,14.0,18.0,10.0,10.0,7.0,1.0,361,0,28.0,0.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,10.0,9.0,7.0,8.0,8.0,7.0,24.5,9.75,1.75,5.5,4.75,13426.5,2386675.0,2.75,6.75,3.25,6.25,4.0,1.0,8.0,7.0,4.5,4.5,2.5,3.25,8.0,7.25,5.75,6.0,7.25,6.25,8.5,7.0,7.0,5.75,0.0,15.0,16.25,22.75,22.25,18.75,5.0,361-346.0
5114.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,8.0,18.0,378,0,59.0,1.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,7.0,8.0,7.0,8.0,7.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,378-345.0
5113.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,7.0,17.0,377,0,2.0,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,5.0,8.0,9.0,8.0,9.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,377-345.0
5112.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,18.0,16.0,376,0,2.0,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,6.25,7.5,7.75,7.0,7.25,5.75,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,376-345.0
5111.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,16.0,15.0,375,0,1.0,1.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0.0,3.0,7.0,6.0,5.0,4.0,3.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,375-345.0
5110.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,2.0,14.0,374,0,-4.0,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,6.0,5.0,6.0,4.0,4.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,374-345.0
5109.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,10.0,13.0,373,0,44.0,0.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,1.0,7.0,8.0,9.0,10.0,6.0,6.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,373-345.0
5108.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,9.0,12.0,372,0,-19.0,1.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,0.0,7.0,7.0,6.0,7.0,8.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,372-345.0
5107.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,14.0,11.0,371,0,23.0,1.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,0.0,4.0,8.0,7.0,4.0,5.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,371-345.0
5106.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,11.0,10.0,370,0,19.0,1.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0.0,5.0,10.0,10.0,8.0,10.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,370-345.0
5105.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,17.0,9.0,369,1,4.0,1.0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1.0,10.0,8.0,10.0,8.0,8.0,8.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,369-345.0
5104.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,13.0,8.0,368,1,32.0,0.0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1.0,7.0,8.0,8.0,8.0,7.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,368-345.0
5103.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,15.0,7.0,367,0,32.0,1.0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0.0,7.0,7.0,7.0,8.0,6.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,367-345.0
5102.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,4.0,6.0,366,1,19.0,1.0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,366-345.0
5101.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,1.0,5.0,365,0,19.0,1.0,30.0,2.0,3158.0,1053.0,1579.0,2105.0,1053.0,1053.0,0.0,3.0,8.0,6.0,6.0,5.0,2.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,5.25,10.0,20.0,27.0,23.0,15.0,5.0,365-345.0
5100.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,5.0,4.0,364,1,18.0,0.0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1.0,7.0,9.0,9.0,9.0,9.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,364-345.0
5099.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,3.0,3.0,363,0,45.0,0.0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,1.0,5.0,8.0,7.0,7.0,6.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,363-345.0
5098.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,6.0,2.0,362,0,7.0,1.0,30.0,2.0,2051.0,1453.0,2479.0,1709.0,598.0,1709.0,0.0,7.0,7.0,8.0,7.0,7.0,7.0,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,5.25,10.0,20.0,27.0,23.0,15.0,5.0,362-345.0
5097.0,345.0,5.0,0.0,9.0,2.0,14.0,18.0,17.0,17.0,12.0,1.0,361,0,41.0,1.0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0.0,6.5,8.0,7.75,8.0,7.0,6.5,24.0,10.0,2.0,7.0,6.0,11235.0,2540100.0,2.0,7.0,4.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,1.0,10.0,20.0,27.0,23.0,15.0,5.0,361-345.0
5096.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,2.0,18.0,378,0,44.0,0.0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0.0,7.0,8.0,6.0,7.0,7.0,6.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,378-344.0
5095.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,1.0,17.0,377,1,3.0,0.0,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,1.0,8.0,8.0,8.0,7.0,6.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,377-344.0
5094.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,12.0,16.0,376,0,-6.0,0.0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0.0,7.0,9.0,7.0,7.0,7.0,7.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,376-344.0
5093.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,10.0,15.0,375,0,47.0,0.0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0.0,3.0,5.0,7.0,5.0,7.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,375-344.0
5092.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,14.0,14.0,374,0,52.0,0.0,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0.0,6.0,4.0,5.0,6.0,4.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,374-344.0
5091.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,4.0,13.0,373,0,25.0,1.0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,0.0,7.0,9.0,9.0,10.0,9.0,9.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,373-344.0
5090.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,3.0,12.0,372,0,-11.0,0.0,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,0.0,7.0,7.0,7.0,8.0,7.0,7.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,372-344.0
5089.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,8.0,11.0,371,0,33.0,0.0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,7.0,5.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,371-344.0
5088.0,344.0,4.0,0.0,7.0,2.0,14.0,18.0,9.0,9.0,5.0,10.0,370,0,22.0,0.0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0.0,6.0,6.0,8.0,5.0,7.0,6.0,26.0,13.0,3.0,1.0,3.0,8711.0,2875900.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,370-344.0
