iid_pid,iid,id,gender,idg,condtn,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,IID_PID
7114.0,523.0,15.0,0.0,29.0,2.0,2.0,532,48.0,1.0,26.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,8.0,9.0,7.0,8.0,9.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,532-523.0
7115.0,523.0,15.0,0.0,29.0,2.0,3.0,533,28.0,0.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,5.0,8.0,7.0,5.0,5.25,4.25,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,533-523.0
7116.0,523.0,15.0,0.0,29.0,2.0,4.0,534,14.0,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,534-523.0
7117.0,523.0,15.0,0.0,29.0,2.0,5.0,535,52.0,0.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,5.0,6.0,7.0,6.0,4.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,535-523.0
7118.0,523.0,15.0,0.0,29.0,2.0,6.0,536,49.0,0.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,4.0,8.0,7.0,6.0,6.0,3.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,536-523.0
7119.0,523.0,15.0,0.0,29.0,2.0,7.0,537,14.0,1.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,4.0,8.0,8.0,4.0,5.0,7.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,537-523.0
7120.0,523.0,15.0,0.0,29.0,2.0,8.0,538,39.0,0.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,4.0,6.0,5.0,6.0,5.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,538-523.0
7121.0,523.0,15.0,0.0,29.0,2.0,9.0,539,-5.0,0.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,4.0,10.0,10.0,8.0,7.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,539-523.0
7122.0,523.0,15.0,0.0,29.0,2.0,10.0,540,19.0,0.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,3.0,2.0,4.0,2.0,1.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,540-523.0
7123.0,523.0,15.0,0.0,29.0,2.0,11.0,541,-6.0,1.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,1.0,5.0,8.0,5.0,9.0,9.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,541-523.0
7124.0,523.0,15.0,0.0,29.0,2.0,12.0,542,1.0,1.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,2.0,4.0,6.0,5.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,542-523.0
7125.0,523.0,15.0,0.0,29.0,2.0,13.0,543,36.0,1.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,543-523.0
7126.0,523.0,15.0,0.0,29.0,2.0,14.0,544,-7.0,1.0,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,5.0,8.0,7.0,7.0,6.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,544-523.0
7127.0,523.0,15.0,0.0,29.0,2.0,15.0,545,62.0,0.0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,7.0,7.0,4.0,6.0,1.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,545-523.0
7128.0,523.0,15.0,0.0,29.0,2.0,16.0,546,0.0,0.0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,546-523.0
7129.0,523.0,15.0,0.0,29.0,2.0,17.0,547,19.0,0.0,30.0,2.0,25.0,20.0,20.0,20.0,0.0,15.0,3.0,8.0,8.0,7.0,6.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,547-523.0
7130.0,523.0,15.0,0.0,29.0,2.0,18.0,548,48.0,0.0,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,1.0,10.0,6.0,1.0,3.0,1.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,548-523.0
7131.0,523.0,15.0,0.0,29.0,2.0,19.0,549,4.0,0.0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,3.0,7.0,6.0,8.0,9.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,549-523.0
7132.0,523.0,15.0,0.0,29.0,2.0,20.0,550,27.0,0.0,30.0,2.0,30.0,3.0,30.0,30.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,550-523.0
7133.0,523.0,15.0,0.0,29.0,2.0,21.0,551,55.0,0.0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,4.0,8.0,7.0,7.0,6.0,5.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,551-523.0
7134.0,523.0,15.0,0.0,29.0,2.0,22.0,552,35.0,0.0,25.0,2.0,70.0,0.0,15.0,15.0,0.0,0.0,2.0,7.0,9.0,8.0,7.0,8.0,27.0,9.0,4.0,3.0,2.0,10027.0,1586300.0,2.0,4.0,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,10.0,25.0,20.0,20.0,5.0,20.0,552-523.0
7135.0,524.0,16.0,0.0,31.0,2.0,1.0,531,-15.0,1.0,25.0,4.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,10.0,10.0,10.0,3.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,531-524.0
7136.0,524.0,16.0,0.0,31.0,2.0,2.0,532,-27.0,1.0,26.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,9.0,8.0,8.0,6.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,532-524.0
7137.0,524.0,16.0,0.0,31.0,2.0,3.0,533,21.0,0.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,8.0,7.5,8.0,8.0,6.75,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,533-524.0
7138.0,524.0,16.0,0.0,31.0,2.0,4.0,534,-17.0,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,9.0,8.0,9.0,9.0,9.0,8.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,534-524.0
7139.0,524.0,16.0,0.0,31.0,2.0,5.0,535,3.0,0.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,7.0,8.0,7.0,7.0,6.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,535-524.0
7140.0,524.0,16.0,0.0,31.0,2.0,6.0,536,51.0,0.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,8.0,8.0,9.0,9.0,8.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,536-524.0
7141.0,524.0,16.0,0.0,31.0,2.0,7.0,537,48.0,1.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,9.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,537-524.0
7142.0,524.0,16.0,0.0,31.0,2.0,8.0,538,37.0,0.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,7.0,6.0,7.0,6.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,538-524.0
7143.0,524.0,16.0,0.0,31.0,2.0,9.0,539,2.0,0.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,9.0,9.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,539-524.0
7144.0,524.0,16.0,0.0,31.0,2.0,10.0,540,4.0,0.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,7.0,7.0,8.0,5.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,540-524.0
7145.0,524.0,16.0,0.0,31.0,2.0,11.0,541,-2.0,1.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,7.0,8.0,9.0,8.0,7.0,8.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,541-524.0
7146.0,524.0,16.0,0.0,31.0,2.0,12.0,542,33.0,1.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,542-524.0
7147.0,524.0,16.0,0.0,31.0,2.0,13.0,543,-3.0,1.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,6.0,9.0,9.0,7.0,9.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,543-524.0
7148.0,524.0,16.0,0.0,31.0,2.0,14.0,544,11.0,1.0,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,6.0,8.0,7.0,7.0,6.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,544-524.0
7149.0,524.0,16.0,0.0,31.0,2.0,15.0,545,-12.0,0.0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,6.75,7.75,8.0,8.0,7.0,5.75,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,545-524.0
7150.0,524.0,16.0,0.0,31.0,2.0,16.0,546,2.0,0.0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,546-524.0
7151.0,524.0,16.0,0.0,31.0,2.0,17.0,547,3.0,0.0,30.0,2.0,25.0,20.0,20.0,20.0,0.0,15.0,7.0,7.0,8.0,8.0,5.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,547-524.0
7152.0,524.0,16.0,0.0,31.0,2.0,18.0,548,-36.0,0.0,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,9.0,7.0,7.0,8.0,4.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,548-524.0
7153.0,524.0,16.0,0.0,31.0,2.0,19.0,549,16.0,0.0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,6.0,8.0,10.0,7.0,7.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,549-524.0
7154.0,524.0,16.0,0.0,31.0,2.0,20.0,550,74.0,0.0,30.0,2.0,30.0,3.0,30.0,30.0,3.0,4.0,7.0,6.0,6.0,6.0,5.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,550-524.0
7155.0,524.0,16.0,0.0,31.0,2.0,21.0,551,46.0,0.0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,7.0,7.0,6.0,9.0,5.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,551-524.0
7156.0,524.0,16.0,0.0,31.0,2.0,22.0,552,59.0,0.0,25.0,2.0,70.0,0.0,15.0,15.0,0.0,0.0,8.0,7.0,8.0,8.0,7.0,6.0,25.0,4.0,4.0,9.0,6.0,48306.0,7241200.0,2.0,7.0,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,552-524.0
7157.0,525.0,17.0,0.0,33.0,2.0,1.0,531,0.0,0.0,25.0,4.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,8.0,5.0,5.0,5.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,531-525.0
7158.0,525.0,17.0,0.0,33.0,2.0,2.0,532,13.0,0.0,26.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,6.0,7.0,5.75,5.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,532-525.0
7159.0,525.0,17.0,0.0,33.0,2.0,3.0,533,11.0,1.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,6.0,7.25,5.0,5.0,5.5,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,533-525.0
7160.0,525.0,17.0,0.0,33.0,2.0,4.0,534,-4.0,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,5.0,5.0,7.0,5.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,534-525.0
7161.0,525.0,17.0,0.0,33.0,2.0,5.0,535,26.0,1.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,8.0,6.0,7.0,6.0,6.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,535-525.0
7162.0,525.0,17.0,0.0,33.0,2.0,6.0,536,52.0,1.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,5.0,8.0,6.0,6.0,7.0,3.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,536-525.0
7163.0,525.0,17.0,0.0,33.0,2.0,7.0,537,78.0,0.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,5.0,8.0,7.0,8.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,537-525.0
7164.0,525.0,17.0,0.0,33.0,2.0,8.0,538,-6.0,1.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,3.0,5.0,7.0,5.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,538-525.0
7165.0,525.0,17.0,0.0,33.0,2.0,9.0,539,1.0,1.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,6.0,7.0,6.0,7.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,539-525.0
7166.0,525.0,17.0,0.0,33.0,2.0,10.0,540,14.0,1.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,6.0,7.0,5.0,6.0,7.0,3.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,540-525.0
7167.0,525.0,17.0,0.0,33.0,2.0,11.0,541,25.0,0.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,2.0,3.0,7.0,6.0,5.0,5.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,541-525.0
7168.0,525.0,17.0,0.0,33.0,2.0,12.0,542,31.0,0.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,2.0,6.0,7.0,6.0,5.0,4.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,542-525.0
7169.0,525.0,17.0,0.0,33.0,2.0,13.0,543,-7.0,0.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,1.0,8.0,8.0,4.0,7.0,1.0,24.0,15.0,2.0,2.0,8.0,1202.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,543-525.0
