gender,idg,condtn,partner,int_corr,samerace,age_o,race_o,age,field_cd,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
0.0,33.0,2.0,9.0,1.0,1.0,22.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,10.0,14.0,1.0,24.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,11.0,25.0,0.0,23.0,4.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,12.0,31.0,0.0,23.0,4.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,13.0,-7.0,0.0,24.0,4.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,14.0,-14.0,0.0,23.0,4.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,15.0,-9.0,1.0,24.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,16.0,38.0,1.0,30.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,17.0,48.0,1.0,30.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,18.0,33.0,1.0,30.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,19.0,36.0,1.0,28.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,20.0,24.0,1.0,30.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,21.0,48.0,0.0,27.0,1.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,33.0,2.0,22.0,28.0,1.0,25.0,2.0,24.0,15.0,2.0,2.0,8.0,3651000.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0
0.0,35.0,2.0,1.0,5.0,0.0,25.0,4.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,2.0,-2.0,0.0,26.0,4.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,3.0,35.0,0.0,26.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,4.0,36.0,0.0,24.0,6.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,5.0,62.0,0.0,23.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,6.0,41.0,0.0,29.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,7.0,39.0,0.0,22.0,4.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,8.0,2.0,0.0,32.0,2.0,26.0,11.0,3.0,5.0,2.0,4548550.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,9.0,17.0,0.0,22.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,10.0,46.0,0.0,24.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,11.0,-39.0,0.0,23.0,4.0,26.0,11.0,3.0,5.0,2.0,4548550.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,12.0,43.0,0.0,23.0,4.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,13.0,1.0,0.0,24.0,4.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,14.0,27.0,0.0,23.0,4.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,15.0,3.0,0.0,24.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,16.0,-28.0,0.0,30.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,17.0,28.0,0.0,30.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,18.0,-2.0,0.0,30.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,19.0,38.0,0.0,28.0,2.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,20.0,73.0,0.0,30.0,2.0,26.0,11.0,3.0,5.0,2.0,4548550.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,21.0,41.0,0.0,27.0,1.0,26.0,11.0,3.0,5.0,2.0,3651000.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,35.0,2.0,22.0,64.0,0.0,25.0,2.0,26.0,11.0,3.0,5.0,2.0,4445450.0,1.0,5.0,3.0,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
0.0,37.0,2.0,1.0,18.0,0.0,25.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,2.0,-16.0,0.0,26.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,3.0,34.0,0.0,26.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,4.0,38.0,1.0,24.0,6.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,5.0,35.0,0.0,23.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,6.0,56.0,0.0,29.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,7.0,62.0,0.0,22.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,8.0,-3.0,0.0,32.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,9.0,13.0,0.0,22.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,10.0,34.0,0.0,24.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,11.0,2.0,0.0,23.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,12.0,36.0,0.0,23.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,13.0,13.0,0.0,24.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,14.0,17.0,0.0,23.0,4.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,15.0,6.0,0.0,24.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,16.0,5.0,0.0,30.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,17.0,32.0,0.0,30.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,18.0,9.0,0.0,30.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,19.0,45.0,0.0,28.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,20.0,49.0,0.0,30.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,21.0,29.0,0.0,27.0,1.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,37.0,2.0,22.0,71.0,0.0,25.0,2.0,24.0,11.0,6.0,5.0,5.0,3238600.0,1.0,4.0,3.0,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
0.0,39.0,2.0,1.0,34.0,0.0,25.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,2.0,12.0,0.0,26.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,3.0,18.0,0.0,26.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,4.0,11.0,0.0,24.0,6.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,5.0,-43.0,0.0,23.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,17.5
0.0,39.0,2.0,6.0,-54.0,0.0,29.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,17.5
0.0,39.0,2.0,7.0,-58.0,0.0,22.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,17.5
0.0,39.0,2.0,8.0,-15.0,0.0,32.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,17.5
0.0,39.0,2.0,9.0,-24.0,0.0,22.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,10.0,1.0,0.0,24.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,11.0,8.0,0.0,23.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,12.0,-59.0,0.0,23.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,17.5
0.0,39.0,2.0,13.0,-9.0,0.0,24.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,14.0,-21.0,0.0,23.0,4.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,15.0,1.0,0.0,24.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,16.0,3.0,0.0,30.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,17.0,-45.0,0.0,30.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,18.0,4.0,0.0,30.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,19.0,-51.0,0.0,28.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,20.0
0.0,39.0,2.0,20.0,-59.0,0.0,30.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,18.75
0.0,39.0,2.0,21.0,-55.0,0.0,27.0,1.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,18.75
0.0,39.0,2.0,22.0,-46.0,0.0,25.0,2.0,29.0,11.0,3.0,8.0,7.0,1586300.0,2.0,6.0,1.0,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,18.75
0.0,41.0,2.0,1.0,42.0,1.0,25.0,4.0,22.0,5.0,4.0,4.0,1.0,1586300.0,2.0,4.0,1.0,5.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
